repeat 2 : ['整租·时代领峯 3室2厅 南/北', '包河-淝河镇-时代领峯', '96.26', '3', 2700, 2700]
repeat 2 : ['整租·珠光南苑 3室2厅 南', '包河-周谷堆-珠光南苑', '90.86', '3', 2000, 2000]
repeat 1 : ['整租·供电西村 2室1厅 南', '包河-常青-供电西村', '61.02', '2', 2200, 2200]
repeat 2 : ['整租·淝河安百苑 2室1厅 北', '包河-淝河镇-淝河安百苑', '66.50', '2', 1500, 1500]
repeat 1 : ['整租·高铁都市花园东苑 3室2厅 南', '包河-常青-高铁都市花园东苑', '118.47', '3', 2600, 2600]
repeat 1 : ['整租·中海央墅 4室2厅 南', '包河-常青-中海央墅', '122.05', '4', 4500, 4500]
repeat 5 : ['整租·川海花园 2室1厅 南', '包河-淝河镇-川海花园', '60.00', '2', 2000, 2000]
repeat 3 : ['整租·信达天御林语苑 4室2厅 南', '包河-常青-信达天御林语苑', '128.38', '4', 3000, 3000]
repeat 1 : ['整租·绿地海顿公馆C 1室1厅 南', '包河-周谷堆-绿地海顿公馆C', '45.00', '1', 1700, 1700]
repeat 3 : ['整租·万振逍遥苑四期 2室2厅 南', '包河-周谷堆-万振逍遥苑四期', '103.92', '2', 3000, 3000]
repeat 1 : ['整租·珠光花苑 2室1厅 南', '包河-周谷堆-珠光花苑', '69.98', '2', 2400, 2400]
repeat 2 : ['整租·恒大水晶国际广场 4室2厅 南/北', '包河-常青-恒大水晶国际广场', '128.16', '4', 3500, 3500]
repeat 7 : ['整租·绿地中心公馆 3室1厅 南', '包河-常青-绿地中心公馆', '87.85', '3', 2500, 2500]
repeat 1 : ['整租·曙宏南苑 1室1厅 南', '包河-常青-曙宏南苑', '53.24', '1', 1600, 1600]
repeat 2 : ['整租·和昌都汇华府 4室2厅 南', '包河-周谷堆-和昌都汇华府', '112.00', '4', 3500, 3500]
repeat 1 : ['整租·万振逍遥苑四期 3室2厅 南', '包河-周谷堆-万振逍遥苑四期', '127.07', '3', 3300, 3300]
repeat 1 : ['整租·龙湖·景粼玖序 3室2厅 南', '包河-工业园-龙湖·景粼玖序', '141.33', '3', 3200, 3200]
repeat 1 : ['整租·恒大水晶国际广场 1室1厅 南', '包河-常青-恒大水晶国际广场', '51.64', '1', 2500, 2500]
repeat 2 : ['整租·文昌家园 2室1厅 南', '包河-周谷堆-文昌家园', '71.32', '2', 1800, 1800]
repeat 1 : ['整租·高速时代首府 3室2厅 南', '包河-工业园-高速时代首府', '98.32', '3', 2500, 2500]
repeat 2 : ['整租·邮电西村 2室1厅 南', '包河-芜湖路-邮电西村', '60.00', '2', 2000, 2000]
repeat 1 : ['整租·铂金汉宫 2室1厅 东', '包河-包公-铂金汉宫', '50.17', '2', 2500, 2500]
repeat 5 : ['整租·融侨观澜 1室1厅 南', '包河-常青-融侨观澜', '55.00', '1', 2600, 2600]
repeat 2 : ['整租·绿地海顿公馆C 3室2厅 南', '包河-周谷堆-绿地海顿公馆C', '117.70', '3', 3800, 3800]
repeat 2 : ['整租·供电西村 2室1厅 南', '包河-常青-供电西村', '66.33', '2', 2200, 2200]
repeat 1 : ['整租·华太小区 4室2厅 南', '包河-包公-华太小区', '146.60', '4', 2200, 2200]
repeat 1 : ['整租·高速时代首府 3室2厅 南', '包河-工业园-高速时代首府', '124.17', '3', 2900, 2900]
repeat 2 : ['整租·BINGO缤购 2室2厅 南', '包河-包公-BINGO缤购', '68.84', '2', 2400, 2400]
repeat 3 : ['整租·金科博翠天辰 3室2厅 南', '包河-工业园-金科博翠天辰', '104.00', '3', 2200, 2200]
repeat 1 : ['整租·邮政局宿舍 3室1厅 南', '包河-芜湖路-邮政局宿舍', '65.00', '3', 1500, 1500]
repeat 1 : ['整租·绿地海顿公馆A 3室2厅 南', '包河-周谷堆-绿地海顿公馆A', '141.35', '3', 4000, 4000]
repeat 3 : ['整租·宝利丰广场 1室1厅 北', '包河-包公-宝利丰广场', '42.00', '1', 1600, 1600]
repeat 3 : ['整租·信达天御御公馆 3室2厅 南', '包河-常青-信达天御御公馆', '77.00', '3', 2700, 2700]
repeat 2 : ['整租·绿地中心 4室1厅 南', '包河-常青-绿地中心', '200.00', '4', 11000, 11000]
repeat 3 : ['整租·中铁·悦和院 3室2厅 南', '包河-常青-中铁·悦和院', '145.00', '3', 3500, 3500]
repeat 2 : ['整租·万振逍遥苑四期 2室2厅 南', '包河-周谷堆-万振逍遥苑四期', '106.63', '2', 2700, 2700]
repeat 1 : ['整租·顶峰国际公寓 2室2厅 南', '包河-芜湖路-顶峰国际公寓', '108.28', '2', 3200, 3200]
repeat 1 : ['整租·绿地铭公馆 4室2厅 南/北', '包河-常青-绿地铭公馆', '179.70', '4', 5000, 5000]
repeat 3 : ['整租·绿地海顿公馆A 2室1厅 南', '包河-周谷堆-绿地海顿公馆A', '70.00', '2', 2700, 2700]
repeat 2 : ['整租·万泓中心 3室2厅 南', '包河-工业园-万泓中心', '106.07', '3', 2390, 2390]
repeat 1 : ['整租·绿地中心 5室2厅 南', '包河-常青-绿地中心', '220.00', '5', 14000, 14000]
repeat 1 : ['整租·地矿家园 3室2厅 南', '包河-周谷堆-地矿家园', '120.00', '3', 3300, 3300]
repeat 2 : ['整租·恒生阳光城 3室2厅 南', '包河-芜湖路-恒生阳光城', '90.88', '3', 2700, 2700]
repeat 2 : ['整租·警民小区 2室1厅 南/北', '包河-包公-警民小区', '66.00', '2', 1950, 1950]
repeat 1 : ['整租·新鸿意瀚海星座 1室1厅 北', '包河-芜湖路-新鸿意瀚海星座', '43.00', '1', 1500, 1500]
repeat 1 : ['整租·高铁都市花园东苑 3室2厅 南', '包河-常青-高铁都市花园东苑', '118.00', '3', 2600, 2600]
repeat 4 : ['整租·唯美·创想城 1室1厅 东/南', '包河-工业园-唯美·创想城', '46.00', '1', 1600, 1600]
repeat 1 : ['整租·民航家园 4室2厅 南', '包河-望湖-民航家园', '143.18', '4', 2800, 2800]
repeat 2 : ['整租·绿地中心公馆 3室2厅 南', '包河-常青-绿地中心公馆', '89.00', '3', 2500, 2500]
repeat 2 : ['整租·和昌都汇华府 3室2厅 南', '包河-周谷堆-和昌都汇华府', '91.17', '3', 2200, 2200]
repeat 2 : ['整租·信达华宇锦绣龙川 3室2厅 南', '包河-淝河镇-信达华宇锦绣龙川', '98.32', '3', 3000, 3000]
repeat 1 : ['整租·绿地海顿公馆B 2室1厅 南', '包河-周谷堆-绿地海顿公馆B', '83.33', '2', 2800, 2800]
repeat 4 : ['整租·文昌雅居 2室1厅 南', '包河-周谷堆-文昌雅居', '86.39', '2', 2100, 2100]
repeat 1 : ['整租·融侨观澜 3室2厅 南', '包河-常青-融侨观澜', '104.65', '3', 3500, 3500]
repeat 3 : ['整租·东风新村 3室2厅 南', '包河-常青-东风新村', '131.21', '3', 2400, 2400]
repeat 1 : ['整租·省地震局宿舍 3室1厅 南', '包河-包公-省地震局宿舍', '79.91', '3', 1600, 1600]
repeat 1 : ['整租·徽商小区 3室0厅 南', '包河-芜湖路-徽商小区', '81.10', '3', 1900, 1900]
repeat 1 : ['整租·幸福雅苑 3室1厅 南', '包河-淝河镇-幸福雅苑', '90.00', '3', 1900, 1900]
repeat 3 : ['整租·恒大水晶国际广场 1室1厅 北', '包河-常青-恒大水晶国际广场', '58.00', '1', 1800, 1800]
repeat 2 : ['整租·省人大宿舍 3室1厅 南/北', '包河-芜湖路-省人大宿舍', '78.78', '3', 3000, 3000]
repeat 2 : ['整租·万达公馆 3室2厅 东南', '包河-包公-万达公馆', '195.62', '3', 8500, 8500]
repeat 2 : ['整租·高铁都市花园 2室2厅 南', '包河-常青-高铁都市花园', '85.17', '2', 2260, 2260]
repeat 1 : ['整租·万达公馆 4室2厅 东/西', '包河-包公-万达公馆', '199.99', '4', 7900, 7900]
repeat 1 : ['整租·高压开关厂宿舍 2室1厅 南/北', '包河-包公-高压开关厂宿舍', '59.00', '2', 1500, 1500]
repeat 1 : ['整租·华盛格林雅地 1室1厅 南', '包河-工业园-华盛格林雅地', '51.59', '1', 1500, 1500]
repeat 1 : ['整租·蓝鼎星河府 3室1厅 东南', '包河-周谷堆-蓝鼎星河府', '106.00', '3', 2700, 2700]
repeat 1 : ['整租·恒大水晶国际广场 1室1厅 南', '包河-常青-恒大水晶国际广场', '50.00', '1', 2000, 2000]
repeat 1 : ['整租·唯美·创想城 2室1厅 南', '包河-工业园-唯美·创想城', '48.00', '2', 1700, 1700]
repeat 1 : ['整租·望湖城桂香居金桂苑 4室2厅 南/北', '包河-望湖-望湖城桂香居金桂苑', '169.50', '4', 3000, 3000]
repeat 6 : ['整租·铂金汉宫 2室2厅 南', '包河-包公-铂金汉宫', '90.81', '2', 2800, 2800]
repeat 2 : ['整租·南翔汽车智慧新城 1室1厅 南', '包河-工业园-南翔汽车智慧新城', '52.00', '1', 1000, 1000]
repeat 1 : ['整租·和昌中央城邦 1室1厅 东', '包河-工业园-和昌中央城邦', '64.45', '1', 1000, 1000]
repeat 1 : ['整租·淝河佳苑 1室1厅 南', '包河-周谷堆-淝河佳苑', '20.00', '1', 900, 900]
repeat 1 : ['合租·江南新里程 4居室 南卧', '包河-芜湖路-江南新里程', '15.00', '4', 750, 750]
repeat 1 : ['整租·望湖城桂香居福桂苑 3室1厅 南', '包河-望湖-望湖城桂香居福桂苑', '129.00', '3', 3000, 3000]
repeat 3 : ['整租·江南新里程 1室1厅 西', '包河-芜湖路-江南新里程', '37.18', '1', 1700, 1700]
repeat 3 : ['整租·锦城公馆 1室1厅 东', '包河-常青-锦城公馆', '54.14', '1', 1700, 1700]
repeat 3 : ['整租·云辉阁 3室2厅 南', '包河-淝河镇-云辉阁', '132.86', '3', 2800, 2800]
repeat 2 : ['整租·雍荣府 3室2厅 南', '包河-淝河镇-雍荣府', '116.00', '3', 3300, 3300]
repeat 2 : ['整租·九珑湾 2室2厅 南', '包河-工业园-九珑湾', '124.45', '2', 2800, 2800]
repeat 2 : ['整租·松湖苑 3室2厅 南', '包河-芜湖路-松湖苑', '123.00', '3', 3700, 3700]
repeat 2 : ['整租·铂金汉宫 1室1厅 南', '包河-包公-铂金汉宫', '51.00', '1', 2100, 2100]
repeat 2 : ['整租·高铁都市花园和苑 4室1厅 南', '包河-常青-高铁都市花园和苑', '113.11', '4', 2700, 2700]
repeat 2 : ['整租·巢湖路281号 3室1厅 南/北', '包河-包公-巢湖路281号', '73.00', '3', 1700, 1700]
repeat 2 : ['整租·和昌中央城邦 3室0厅 西', '包河-工业园-和昌中央城邦', '75.00', '3', 2800, 2800]
repeat 2 : ['整租·邮电东村 2室1厅 南/北', '包河-芜湖路-邮电东村', '60.00', '2', 2000, 2000]
repeat 2 : ['整租·南丽湾 3室2厅 南', '包河-工业园-南丽湾', '99.00', '3', 2000, 2000]
repeat 2 : ['整租·美生滨江花月 2室2厅 南/北', '包河-淝河镇-美生滨江花月', '90.54', '2', 2200, 2200]
repeat 2 : ['整租·恒大水晶国际广场 1室1厅 南', '包河-常青-恒大水晶国际广场', '58.62', '1', 2500, 2500]
repeat 2 : ['整租·金地国际城 3室2厅 南', '包河-周谷堆-金地国际城', '103.62', '3', 2500, 2500]
repeat 2 : ['整租·包河万达广场 3室1厅 南/北', '包河-包公-包河万达广场', '287.32', '3', 19000, 19000]
repeat 2 : ['整租·双河路11号 3室1厅 西南', '包河-望湖-双河路11号', '83.17', '3', 2100, 2100]
repeat 2 : ['整租·王大郢家园欣苑 3室2厅 南/北', '包河-周谷堆-王大郢家园欣苑', '120.00', '3', 2300, 2300]
repeat 2 : ['整租·时代领峯 3室2厅 西南/西', '包河-淝河镇-时代领峯', '95.00', '3', 2200, 2200]
repeat 1 : ['整租·江南新里程 2室2厅 复式 南', '包河-芜湖路-江南新里程', '67.53', '2', 2800, 2800]
repeat 1 : ['整租·BINGO缤购 2室1厅 南', '包河-包公-BINGO缤购', '68.00', '2', 2600, 2600]
repeat 1 : ['整租·中辰优唐广场 1室1厅 南', '包河-常青-中辰优唐广场', '50.00', '1', 1800, 1800]
repeat 1 : ['整租·江南新里程 3室2厅 南', '包河-芜湖路-江南新里程', '125.00', '3', 3800, 3800]
repeat 1 : ['整租·金隅大成郡 3室2厅 南', '包河-淝河镇-金隅大成郡', '94.00', '3', 2700, 2700]
repeat 1 : ['整租·和昌中央城邦 1室1厅 北', '包河-工业园-和昌中央城邦', '39.18', '1', 1600, 1600]
repeat 1 : ['整租·徽州大道木材厂宿舍 2室2厅 南/北', '包河-芜湖路-徽州大道木材厂宿舍', '80.00', '2', 2700, 2700]
repeat 1 : ['整租·龙湖·景粼玖序 1室1厅 南', '包河-工业园-龙湖·景粼玖序', '53.14', '1', 10000, 10000]
repeat 1 : ['整租·青年西区 1室1厅 南', '包河-包公-青年西区', '45.00', '1', 1600, 1600]
repeat 1 : ['整租·龙湖·景粼玖序 1室1厅 南', '包河-工业园-龙湖·景粼玖序', '59.67', '1', 7200, 7200]
repeat 1 : ['整租·淝河安百苑B区 3室1厅 南', '包河-淝河镇-淝河安百苑B区', '100.00', '3', 2000, 2000]
repeat 1 : ['整租·和昌中央城邦 5室0厅 南/北', '包河-工业园-和昌中央城邦', '164.00', '5', 8000, 8000]
repeat 1 : ['整租·滨湖一号 2室1厅 西', '包河-工业园-滨湖一号', '66.72', '2', 2700, 2700]
repeat 1 : ['整租·南翔汽车智慧新城 1室1厅 南', '包河-工业园-南翔汽车智慧新城', '45.00', '1', 1350, 1350]
repeat 1 : ['整租·秋实苑 2室1厅 南', '包河-常青-秋实苑', '87.50', '2', 2200, 2200]
repeat 1 : ['整租·京华世家 2室1厅 南', '包河-淝河镇-京华世家', '97.57', '2', 2200, 2200]
